Variable Name/Key,Figma Preview URL,🟡 DC English Current,⚪ SOURCE English,🟡 DC Español Current,⚪ SOURCE Español,🟡 DC Amharic Current,Suggested Machine Translation,Status,Amharic Status,Environment,Notes
PROTO - S1 - Optional ID Information - Title 2,,We checked our records and need more information to see if Kalai F. Curtis can get DC SUN Bucks,We checked our records and need more information to see if Kalai F. Curtis can get Summer EBT,Revisamos nuestros registros y necesitamos más información para ver si Kalai F. Curtis puede recibir DC SUN Bucks,Revisamos nuestros registros y necesitamos más información para ver si Kalai F. Curtis puede recibir Summer EBT,!N/A!,መዝገቦቻችንን አጣርተናል እና ካላይ ኤፍ. ኩርቲስ የዲሲ ሰን ቡክስን ማግኘት ይችል እንደሆነ ለማየት ተጨማሪ መረጃ እንፈልጋለን።,—,,Figma,
PROTO - S2 - Portal Dashboard - Card Table - Kalai Frances Curtis' card,,Kalai Frances Curtis' card,Kalai Frances Curtis' card,Tarjeta de Kalai Frances Curtis,Tarjeta de Kalai Frances Curtis,!N/A!,የካላይ ፍራንሲስ ከርቲስ ካርድ,—,,Figma,
PROTO - S2 - Portal Dashboard - Card Table - Caleb David Curtis' card,,Caleb David Curtis' card,Caleb David Curtis' card,Tarjeta de Caleb David Curtis,Tarjeta de Caleb David Curtis,!N/A!,የካሌብ ዴቪድ ከርቲስ ካርድ,—,,Figma,
PROTO - S2 - Portal Dashboard - Card Table - 1234 (last 4 digits),,1234 (last 4 digits),1234 (last 4 digits),1234 (últimos 4 dígitos),1234 (últimos 4 dígitos),!N/A!,1234 (የመጨረሻዎቹ 4 አሃዞች),—,,Figma,
PROTO - S2 - Portal Dashboard - Card Table - 5678 (last 4 digits),,5678 (last 4 digits),5678 (last 4 digits),5678 (últimos 4 dígitos),5678 (últimos 4 dígitos),!N/A!,5678 (የመጨረሻዎቹ 4 አሃዞች),—,,Figma,
PROTO - S2 - Portal Dashboard - Card Table - Status Requested On 1,,Requested on 04/01/2024,Requested on 04/01/2024,Solicitada el 04/01/2024,Solicitada el 01/04/2024,!N/A!,በ04/01/2024 ተጠይቋል,—,,Figma,
PROTO - S2 - Portal Dashboard - Card Table - Status Requested On 2,,Requested on 05/05/2024,Requested on 05/05/2024,Solicitada el 05/05/2024,Solicitada el 05/05/2024,!N/A!,በ05/05/2024 ተጠይቋል,—,,Figma,
PROTO - S4 - Mailing Address Update - Title Caleb David Curtis,,Tell us where to safely send Caleb David Curtis' mail,Tell us where to safely send Caleb David Curtis' mail,Cuéntanos a qué dirección podemos enviar de forma segura el correo de Caleb David Curtis,Cuéntanos a qué dirección podemos enviar de forma segura el correo de Caleb David Curtis,!N/A!,የካሌብ ዴቪድ ከርቲስን ደብዳቤ የት ደህንነቱ በተጠበቀ ሁኔታ መላክ እንደምንችል ይንገሩን,—,,Figma,
PROTO - S5 - Bulk Order New Cards Who - Card Number Kalai,,Card number: 1234 (last 4 digits),Card number: 1234 (last 4 digits),Número de tarjeta: 1234 (últimos 4 dígitos),Número de tarjeta: 1234 (últimos 4 dígitos),!N/A!,የካርድ ቁጥር፡ 1234 (የመጨረሻዎቹ 4 አሃዞች),—,,Figma,
PROTO - S5 - Bulk Order New Cards Who - Card Number Caleb,,Card number: 6789 (last 4 digits),Card number: 5678 (last 4 digits),Número de tarjeta: 5678 (últimos 4 dígitos),Número de tarjeta: 5678 (últimos 4 dígitos),!N/A!,የካርድ ቁጥር፡ 6789 (የመጨረሻዎቹ 4 አሃዞች),—,,Figma,
PROTO - First Name 1,,Kalai,Kalai,Kalai,Kalai,!N/A!,ካላይ,—,,Figma,
PROTO - Middle Name 1,,Frances,Frances,Frances,Frances,!N/A!,ፍራንሲስ,—,,Figma,
PROTO - Last Name 1,,Curtis,Curtis,Curtis,Curtis,!N/A!,ከርቲስ,—,,Figma,
PROTO - Birthdate Month 1,,August,August,agosto,agosto,!N/A!,ነሐሴ,—,,Figma,
PROTO - Birthdate Day 1,,13,13,13,13,!N/A!,13,—,,Figma,
PROTO - Birthdate Year 1,,2017,2017,2017,2017,!N/A!,2017,—,,Figma,
PROTO - Name 1,,Kalai Frances Curtis,Kalai Frances Curtis,Kalai F. Curtis,Kalai F. Curtis,!N/A!,ካላይ ፍራንሲስ ከርቲስ,—,,Figma,
PROTO - Birthdate 1,,"August 13, 2017",42960,42960,"agosto 13, 2017",!N/A!,ኦገስት 13፣ 2017,—,,Figma,
PROTO - Name 2,,Caleb David Curtis,Caleb David Curtis,Caleb David Curtis,Caleb David Curtis,!N/A!,ካሌብ ዴቪድ ከርቲስ,—,,Figma,
PROTO - First Name 2,,Caleb,Caleb,Caleb ,Caleb,!N/A!,ካሌብ,—,,Figma,
PROTO - Middle Name 2,,David,David,David,David,!N/A!,ዳዊት,—,,Figma,
PROTO - Last Name 2,,Curtis,Curtis,Curtis,Curtis,!N/A!,ከርቲስ,—,,Figma,
PROTO - Birthdate 2,,"January 7, 2009",39820,39820,"enero 7, 2009",!N/A!,ጥር 7፣ 2009,—,,Figma,
PROTO - Birthdate Month 2,,January,January,enero,enero ,!N/A!,ጥር,—,,Figma,
PROTO - Birthdate Day 2,,7,7,7,7,!N/A!,7,—,,Figma,
PROTO - Birthdate Year 2,,2009,2009,2009,2009,!N/A!,2009 ዓ.ም.,—,,Figma,
PROTO - LOGIN EMAIL,,frances.curtis@gmail.com,frances.curtis@gmail.com,frances.curtis@gmail.com,frances.curtis@gmail.com,!N/A!,frances.curtis@gmail.com,—,,Figma,
PROTO - S2 - Portal Dashboard - Alert Address Title,,A replacement for the card ending in 1234 will be sent to the following address,A replacement for the card ending in 1234 will be sent to the following address,Las tarjeta que termina en 1234 será remplazada y enviada a la siguiente dirección,Las tarjeta que termina en 1234 será remplazada y enviada a la siguiente dirección,!N/A!,በ1234 የሚያበቃው ካርድ ምትክ ወደሚከተለው አድራሻ ይላካል,—,,Figma,
DEV - Loading,,Loading...,Loading...,Cargando...,Cargando...,በመጫን ላይ...,በመጫን ላይ...,Ready to Publish,,Code,
DEV - Error Prefix,,Error ID:,Error ID:,ID de error:,ID de error:,የስህተት መለያ፦,የስህተት መታወቂያ፡,Ready to Publish,,Code,
DEV - Log In Refresh,,Log in again,Log in again,Inicia sesión de nuevo,Inicia sesión de nuevo,እንደገና ይግቡ,እንደገና ይግቡ,Ready to Publish,,Code,
DEV - Alert Session,,Session expired,Session expired,La sesión ha expirado,La sesión ha expirado,ክፍለ ጊዜው አልፎበታል,ክፍለ ጊዜው ጊዜው አልፎበታል,Ready to Publish,,Code,
DEV - Alert Session Client,,Your session has expired. Please log in again to continue.,Your session has expired. Please log in again to continue.,Tu sesión ha expirado. Vuelve a iniciar sesión para continuar.  ,Tu sesión ha expirado. Vuelve a iniciar sesión para continuar.  ,ክፍለ ጊዜዎ አልፎበታል። ለመቀጠል እባክዎ እንደገና ይግቡ።,ክፍለ ጊዜዎ ጊዜው አልፎበታል። ለመቀጠል እባክዎ እንደገና ይግቡ።,Ready to Publish,,Code,
DEV - Alert Try Again,,Try again,Try again,Intentar otra vez,Intentar otra vez,እንደገና ይሞክሩ,እንደገና ሞክር,Ready to Publish,,Code,
DEV - Alert More Entries,,({count}} more entries,({count}} more entries,{{count}} entradas más,{{count}} entradas más,({count}} ተጨማሪ ግቤቶች,({count}} ተጨማሪ ግቤቶች,Ready to Publish,,Code,
DEV - Alert Suggestion,,{{count}} suggestion available,{{count}} suggestion available,{{count}} sugerencia disponible,{{count}} sugerencia disponible,{{count}} ጥቆማ ይገኛል (አስተያየት ወይም ጥቆማ ካለ),{{count}} ጥቆማ ይገኛል,Ready to Publish,,Code,
DEV - Alert Enter Different Address,,This address is not available for {{currentState === 'dc' ? 'DC SUN Bucks' : 'Summer EBT'}} card delivery. Please enter a different mailing address.,This address is not available for {{currentState === 'dc' ? 'DC SUN Bucks' : 'Summer EBT'}} card delivery. Please enter a different mailing address.,"Esta dirección no está disponible para la entrega de la tarjeta de {{currentState === 'dc' ? 'DC SUN Bucks' : 'Summer EBT'}}. Por favor, ingresa una dirección postal diferente.","Esta dirección no está disponible para la entrega de la tarjeta de {{currentState === 'dc' ? 'DC SUN Bucks' : 'Summer EBT'}}. Por favor, ingresa una dirección postal diferente.",ካርድ ማድረስ ይህ አድራሻ ለ{{currentState === 'dc' ? 'DC SUN Bucks' : ''Summer EBT'}} አይገኝም። እባክዎ የተለየ የፖስታ አድራሻ ያስገቡ።,ይህ አድራሻ ለ{{currentState === 'dc' ? 'DC SUN Bucks' : 'Summer EBT'}} ካርድ አቅርቦት አይገኝም። እባክዎ የተለየ የፖስታ አድራሻ ያስገቡ።,Ready to Publish,,Code,
DEV - Alert Address Unusable,,This address can't be used,This address can't be used,Esta dirección no se puede utilizar.,Esta dirección no se puede utilizar.,ይህ አድራሻ ጥቅም ላይ ሊውል አይችልም (ይህ አድራሽ መጠቀም አይቻልም),ይህ አድራሻ ጥቅም ላይ ሊውል አይችልም,Ready to Publish,,Code,
DEV - Alert No Retry,,We couldn't start a retry. Please try again in a moment.,We couldn't start a retry. Please try again in a moment.,"No pudimos iniciar un reintento. Por favor, inténtalo de nuevo en un momento.","No pudimos iniciar un reintento. Por favor, inténtalo de nuevo en un momento.",እንደገና መሞከር መጀመር አልቻልንም (እንደገና ለመሞከር መጀመር አልቻልንም)። እባክዎ ከአፍታ በኋላ እንደገና ይሞክሩ።,እንደገና መሞከር መጀመር አልቻልንም። እባክዎ ከአፍታ በኋላ እንደገና ይሞክሩ።,Ready to Publish,,Code,
DEV - Alert Doc Verify,,Something went wrong starting document verification. Please try again.,Something went wrong starting document verification. Please try again.,"Algo salió mal al iniciar la verificación del documento. Por favor, inténtalo de nuevo.","Algo salió mal al iniciar la verificación del documento. Por favor, inténtalo de nuevo.",የሰነድ ማረጋገጫን በመጀመር ላይ የሆነ ችግር ተፈጥሯል። እባክዎ እንደገና ይሞክሩ።,የሰነድ ማረጋገጫን በመጀመር ላይ የሆነ ችግር ተፈጥሯል። እባክዎ እንደገና ይሞክሩ።,Ready to Publish,,Code,
DEV - Alert Verify Identity,,We weren't able to verify your identity from the document you uploaded.,We weren't able to verify your identity from the document you uploaded.,No pudimos verificar tu identidad con el documento que subiste.,No pudimos verificar tu identidad con el documento que subiste.,ከሰቀሉት(ከጫኑት) ሰነድ ማንነትዎን ማረጋገጥ አልቻልንም።,ከሰቀሉት ሰነድ ማንነትዎን ማረጋገጥ አልቻልንም።,Ready to Publish,,Code,
DEV - Alert Starting Retry,,Starting retry...,Starting retry...,Iniciando reintento...,Iniciando reintento...,እንደገና መሞከር ጀምሯል...,እንደገና መሞከር ጀምሯል...,Ready to Publish,,Code,
DEV - Alert Status,,Check status,Check status,Verificar estado,Verificar estado,ሁኔታውን ያረጋግጡ,ሁኔታውን ያረጋግጡ,Ready to Publish,,Code,
DEV - Alert Verification,,Verification status,Verification status,Estado de verificación,Estado de verificación,የማረጋገጫ ሁኔታ,የማረጋገጫ ሁኔታ,Ready to Publish,,Code,
DEV - Alert Keep Page Open,,This may take a moment. Please don't close this page.,This may take a moment. Please don't close this page.,"Esto puede tardar un momento. Por favor, no cierres esta página.","Esto puede tardar un momento. Por favor, no cierres esta página.",ይህ ትንሽ ጊዜ ሊወስድ ይችላል። እባክዎ ይህንን ገጽ አይዝጉት።,ይህ ትንሽ ጊዜ ሊወስድ ይችላል። እባክዎ ይህንን ገጽ አይዝጉት።,Ready to Publish,,Code,
DEV - Alert Verify Document,,Verifying your document...,Verifying your document...,Verificando tu documento...,Verificando tu documento...,ሰነድዎን በማረጋገጥ ላይ...,ሰነድዎን በማረጋገጥ ላይ...,Ready to Publish,,Code,
DEV - Alert Check Verification,,Checking verification status,Checking verification status,Comprobando el estado de verificación,Comprobando el estado de verificación,የማረጋገጫ ሁኔታን በመፈተሽ ላይ,የማረጋገጫ ሁኔታን በመፈተሽ ላይ,Ready to Publish,,Code,
DEV - Alert Verification Delay,,Verification is taking longer than expected. You can check the status or try again later.,Verification is taking longer than expected. You can check the status or try again later.,La verificación está tardando más de lo esperado. Puedes verificar el estado o intentarlo de nuevo más tarde.,La verificación está tardando más de lo esperado. Puedes verificar el estado o intentarlo de nuevo más tarde.,ማረጋገጫ ከሚጠበቀው በላይ ጊዜ እየወሰደ ነው። ሁኔታውን ማረጋገጥ ወይም በኋላ ላይ እንደገና መሞከር ይችላሉ።,ማረጋገጫ ከሚጠበቀው በላይ ጊዜ እየወሰደ ነው። ሁኔታውን ማረጋገጥ ወይም ቆይተው እንደገና መሞከር ይችላሉ።,Ready to Publish,,Code,
DEV - Alert Still Checking,,We're still checking your document,We're still checking your document,Todavía estamos revisando tu documento,Todavía estamos revisando tu documento,ሰነድዎን አሁንም እያጣራን ነው,ሰነድዎን አሁንም እያጣራን ነው,Ready to Publish,,Code,
DEV - Alert Verification Retry,,Unable to start document verification. Please try again.,Unable to start document verification. Please try again.,"No se pudo iniciar la verificación del documento. Por favor, inténtalo de nuevo.","No se pudo iniciar la verificación del documento. Por favor, inténtalo de nuevo.",የሰነድ ማረጋገጫ መጀመር አልተቻለም። እባክዎ እንደገና ይሞክሩ።,የሰነድ ማረጋገጫ መጀመር አልተቻለም። እባክዎ እንደገና ይሞክሩ።,Ready to Publish,,Code,
DEV - Enrollment Checker Error Response,,"We’re sorry, we can’t check if you need to apply right now. Try again later","We’re sorry, we can’t check if you need to apply right now. Try again later.","Lo sentimos, por ahora no podemos revisar si necesitas aplicar. Vuelve a intentarlo más tarde","Lo sentimos, por ahora no podemos revisar si necesitas aplicar. Vuelve a intentarlo más tarde.",ይቅርታ፣ አሁኑኑ ማመልከት ያስፈልግዎት እንደሆነ ማረጋገጥ አንችልም። ቆይተው እንደገና ይሞክሩ,ይቅርታ፣ አሁኑኑ ማመልከት ያስፈልግዎት እንደሆነ ማረጋገጥ አንችልም። ቆይተው እንደገና ይሞክሩ።,Ready to Publish,Amharic Needs Human Review,Code,Amharic needs a human translation
S1 - Landing Page - Closed - Title,https://www.figma.com/design/avGrKdO2PMFQSOkgjNaWGd/DC-10-14-25-%F0%9F%9F%A1-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=12129-19606&t=Abb4A16b06LUfx7V-4,Enrollment for 2026 is now closed,Enrollment for 2026 is now closed,La inscripción para 2026 ya está cerrada,La inscripción para 2026 ya está cerrada,የ2026 ምዝገባ አሁን ተዘግቷል,የ2026 ምዝገባ አሁን ተዘግቷል,Translation Needs Human Review,Amharic Needs Human Review,,
S1 - Landing Page - Closed - Subtitle,,We can tell you if your student received DC SUN Bucks for Summer 2026.,We can tell you if your student received DC SUN Bucks for Summer 2026.,Podemos decirte si tu estudiante recibió DC SUN Bucks para el verano de 2026.,Podemos decirte si tu estudiante recibió DC SUN Bucks para el verano de 2026.,ተማሪዎ ለ2026 የበጋ ወቅት የዲሲ ሰኔ ቡክስ ሽልማት ማግኘቱን እናሳውቅዎታለን።,ተማሪዎ ለ2026 የበጋ ወቅት የዲሲ ሰኔ ቡክስ ሽልማት ማግኘቱን እናሳውቅዎታለን።,Translation Needs Human Review,Amharic Needs Human Review,,
S1 - Landing Page - Closed - Body,,"Enrolled students received **one $120 payment** or summer groceries. Most eligible families got their payment automatically, and some needed to submit an application.

**Benefits expire 122 days (4 months) after they are issued**.  If your student received benefits, make sure to use them before they expire.

Tap ""Check enrollment"" and enter your student’s information to see if they were enrolled.","Enrolled students received **one $120 payment** or summer groceries. Most eligible families got their payment automatically, and some needed to submit an application.

**Benefits expire 122 days (4 months) after they are issued**.  If your student received benefits, make sure to use them before they expire.

Tap ""Check enrollment"" and enter your student’s information to see if they were enrolled.","Los estudiantes inscritos recibieron **un pago único de $120** o alimentos para el verano. La mayoría de las familias que califican recibieron su pago automáticamente y algunas tuvieron que aplicar.

**Los beneficios vencen 122 días (4 meses) después de que se emiten**. Si tu estudiante recibió beneficios, asegúrate de usarlos antes de que venzan.

Toca “Check enrollment” e ingresa la información de tu estudiante para ver si estuvo inscrito.","Los estudiantes inscritos recibieron **un pago único de $120** o alimentos para el verano. La mayoría de las familias que califican recibieron su pago automáticamente y algunas tuvieron que aplicar.

**Los beneficios vencen 122 días (4 meses) después de que se emiten**. Si tu estudiante recibió beneficios, asegúrate de usarlos antes de que venzan.

Toca “Check enrollment” e ingresa la información de tu estudiante para ver si estuvo inscrito.","የተመዘገቡ ተማሪዎች **አንድ የ120 ዶላር ክፍያ** ወይም የበጋ የግሮሰሪ ሸቀጦችን አግኝተዋል። አብዛኛዎቹ ብቁ ቤተሰቦች ክፍያቸውን በራስ-ሰር ያገኛሉ፣ እና አንዳንዶቹ ማመልከቻ ማስገባት ነበረባቸው።

**ጥቅማ ጥቅሞች ከተሰጣቸው በኋላ 122 ቀናት (4 ወራት) ያበቃል**። ተማሪዎ ጥቅማ ጥቅሞችን ካገኘ፣ ከማብቃታቸው በፊት መጠቀምዎን ያረጋግጡ።

""ምዝገባን ያረጋግጡ"" የሚለውን ጠቅ ያድርጉ እና የተማሪዎን መረጃ ያስገቡ እና ተመዝግበው እንደሆነ ለማየት።","የተመዘገቡ ተማሪዎች **አንድ የ120 ዶላር ክፍያ** ወይም የበጋ የግሮሰሪ ሸቀጦችን አግኝተዋል። አብዛኛዎቹ ብቁ ቤተሰቦች ክፍያቸውን በራስ-ሰር ያገኛሉ፣ እና አንዳንዶቹ ማመልከቻ ማስገባት ነበረባቸው።

**ጥቅማ ጥቅሞች ከተሰጣቸው በኋላ 122 ቀናት (4 ወራት) ያበቃል**። ተማሪዎ ጥቅማ ጥቅሞችን ካገኘ፣ ከማብቃታቸው በፊት መጠቀምዎን ያረጋግጡ።

""ምዝገባን ያረጋግጡ"" የሚለውን ጠቅ ያድርጉ እና የተማሪዎን መረጃ ያስገቡ እና ተመዝግበው እንደሆነ ለማየት።",Translation Needs Human Review,Amharic Needs Human Review,,
